tau	N_greek	x	epsilon
0.0001	1.0000000000037905	0.5000000000018955	19.732715717359216
0.0051	1.000000009825867	0.4999991662953675	19.732715868202266
0.010099999999999994	1.0000000381598992	0.49999352343212095	19.73271584298084
0.015099999999999964	1.0000000839113705	0.49997876476189895	19.732714498108603
0.020099999999999934	1.0000001453095617	0.49995134132048286	19.73271060545577
0.025099999999999904	1.0000002199728553	0.499908677377118	19.73270363283405
0.030099999999999873	1.0000003049991693	0.4998493279347895	19.732694509949333
0.03509999999999998	1.0000003970790796	0.4997730761948831	19.732686172752626
0.04010000000000012	1.0000004926271617	0.4996809718362277	19.732683716382436
0.045100000000000265	1.0000005879257472	0.4995753672180655	19.73269406130263
0.05010000000000041	1.0000006792739395	0.49945978408900227	19.732725125321757
0.05510000000000055	1.0000007631339878	0.49933870619271603	19.732784607732956
0.060100000000000695	1.0000008362676391	0.4992174455760272	19.73287858120617
0.06510000000000084	1.0000008958566888	0.49910207344973245	19.73301011787761
0.07010000000000098	1.0000009396045975	0.4989992987221891	19.733178184741472
0.07510000000000112	1.0000009658182563	0.498916299129716	19.733377040579857
0.08010000000000127	1.000000973469616	0.49886047706331604	19.733596318176954
0.08510000000000141	1.0000009622366777	0.4988390652245939	19.73382191066982
0.09010000000000155	1.0000009325223487	0.4988587584140386	19.73403765179332
0.0951000000000017	1.0000008854488645	0.49892540340475927	19.734227616309344
0.10010000000000184	1.000000822825255	0.49904367418631346	19.734378748087813
0.10510000000000198	1.0000007470852947	0.49921666120040303	19.734483449907287
0.11010000000000213	1.0000006611950576	0.4994455487891543	19.734541707250393
0.11510000000000227	1.000000568532114	0.4997293864950869	19.734562322416966
0.12010000000000241	1.0000004727420895	0.5000649953152425	19.734562940634884
0.12510000000000254	1.0000003775819066	0.5004470806017204	19.734568715932106
0.130100000000002	1.0000002867605091	0.5008684604848282	19.734609690202767
0.13510000000000144	1.0000002037876359	0.5013202575004034	19.73471717025304
0.1401000000000009	1.0000001318392968	0.5017920881721127	19.73491953547227
0.14510000000000034	1.0000000736452965	0.5022723901967389	19.735238016232344
0.1500999999999998	1.0000000314008437	0.5027487592327535	19.73568302930312
0.15509999999999924	1.00000000670077	0.5032083072726902	19.736251608216577
0.1600999999999987	1.0000000004927596	0.5036380146765684	19.73692634626096
0.16509999999999814	1.0000000130462627	0.5040250363304698	19.737676083368093
0.1700999999999976	1.0000000439358327	0.5043569408210998	19.73845834547788
0.17509999999999704	1.0000000920411012	0.5046220775400885	19.739223343054448
0.18009999999999649	1.000000155568225	0.5048100627478531	19.739919155247964
0.18509999999999593	1.0000002320982557	0.504912220158186	19.740497514062834
0.19009999999999538	1.0000003186668294	0.5049219590977875	19.740919471830395
0.19509999999999483	1.0000004118764385	0.5048350790468983	19.741160211942237
0.20009999999999428	1.000000508038235	0.5046499752063817	19.741212342526836
0.20509999999999373	1.000000603335403	0.5043677343224738	19.7410871881188
0.21009999999999318	1.0000006939957058	0.5039922363134386	19.74081384433016
0.21509999999999263	1.000000776459181	0.5035300775929008	19.74043603741789
0.22009999999999208	1.000000847528113	0.5029902705369144	19.740007135373325
0.22509999999999153	1.0000009044901361	0.5023838373234124	19.739583926786935
0.23009999999999098	1.000000945210299	0.5017234186689814	19.739219941023833
0.23509999999999043	1.0000009681922921	0.5010228677812129	19.738959123998715
